Custid,Year_Birth,Dependents,Income,Rcn,Frq,Mnt,Clothes,Kitchen,SmallAppliances,HouseKeeping,Toys,NetPurchase,CatPurchase,Recomendation,DepVar,Gender_M,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Together,Marital_Status_Widow
1930,1978,1,54198.9,29,8,68.64,59,3,36,2,1,48,52,2,0,0,0,0,1,0,0,1,0,0
1933,1996,1,10500.0,16,11,33.28,6,35,17,27,15,64,36,3,0,0,1,0,0,0,0,0,0,0
1944,1946,0,103750.5,64,41,2058.16,19,23,33,23,2,14,86,5,0,0,0,0,0,0,0,1,0,0
1959,1949,0,112511.7,64,35,1737.84,27,13,30,15,15,12,88,5,1,0,1,0,0,0,0,0,1,0
1962,1979,1,53256.0,182,5,9.36,47,1,35,9,8,55,45,2,0,0,0,1,0,0,0,1,0,0
1967,1962,1,81302.55,78,31,1059.76,85,0,12,2,1,59,41,5,0,0,0,1,0,0,0,1,0,0
1973,1984,1,56990.85,55,13,125.84,58,1,34,4,3,72,28,5,0,0,0,0,0,0,0,1,0,0
1978,1950,0,108693.9,22,36,1591.2,37,1,51,6,5,27,73,5,1,0,0,0,1,0,0,0,1,0
1988,1985,1,55645.8,43,16,225.68,37,7,43,7,6,64,36,3,0,0,0,0,0,0,0,1,0,0
1993,1971,1,65929.5,82,6,32.24,79,2,18,1,0,51,49,3,0,0,0,0,0,1,1,0,0,0
1994,1939,1,112187.25,40,38,1667.12,76,1,17,5,0,46,54,5,1,1,0,1,0,0,0,1,0,0
2000,1970,1,59224.2,52,10,68.64,37,22,21,5,14,54,46,3,0,0,1,0,0,0,0,0,1,0
2001,1960,1,80675.7,14,11,190.32,60,4,28,5,2,33,67,4,0,0,0,1,0,0,1,0,0,0
2003,1964,1,76011.6,20,9,121.68,83,3,12,1,1,49,51,5,0,0,0,1,0,0,0,0,1,0
2009,1996,1,34837.95,85,9,19.76,8,33,28,15,16,63,37,5,0,0,1,0,0,0,0,0,0,0
2010,1951,1,98223.3,31,19,503.36,34,7,38,13,8,46,54,4,0,1,0,1,0,0,0,0,1,0
2012,1944,0,88563.3,21,22,936.0,58,4,31,6,1,11,89,2,0,0,0,1,0,0,0,1,0,0
2017,1960,1,97144.95,83,26,1059.76,60,7,24,2,7,20,80,5,0,0,0,1,0,0,0,0,0,0
2020,1984,1,47492.55,73,19,307.84,61,5,23,7,4,57,43,4,0,0,0,1,0,0,0,0,0,0
2023,1960,1,96676.65,23,30,1264.64,47,10,25,7,10,23,77,4,0,1,0,1,0,0,1,0,0,0
2027,1939,0,113917.65,16,30,1467.44,23,7,61,7,3,10,90,5,0,0,0,0,0,0,0,0,1,0
2030,1974,1,55958.7,6,7,68.64,56,0,34,1,9,30,70,5,0,0,0,0,1,0,0,0,0,0
2031,1949,0,93326.1,65,32,1392.56,65,3,18,3,11,19,81,5,0,0,0,1,0,0,0,1,0,0
2035,1976,1,44990.4,22,7,43.68,68,2,24,2,4,39,61,4,0,0,0,1,0,0,0,0,1,0
2044,1954,1,105613.2,70,40,1796.08,67,2,27,3,1,43,57,5,0,0,0,1,0,0,0,1,0,0
2050,1979,1,36301.65,187,8,13.52,51,10,22,13,3,59,41,4,0,1,0,0,0,0,0,1,0,0
2057,1942,1,124224.45,35,39,1596.4,65,4,22,5,5,65,35,5,0,0,0,1,0,0,0,0,0,0
2060,1958,1,91892.85,54,21,673.92,27,15,37,16,5,28,72,3,0,0,0,1,0,0,0,1,0,0
2065,1946,0,112174.65,27,25,1130.48,39,6,22,17,16,19,81,5,0,0,1,0,0,0,1,0,0,0
2071,1978,1,58381.05,61,23,516.88,72,1,26,1,1,56,44,3,0,0,0,0,1,0,0,0,1,0
2072,1944,0,108939.6,62,36,1801.28,19,11,49,9,12,17,83,5,1,1,1,0,0,0,0,0,0,1
2079,1943,0,130009.95,72,35,1792.96,47,12,34,5,2,13,87,5,0,0,0,0,0,1,1,0,0,0
2083,1954,0,96239.85,81,44,1996.8,59,7,20,7,7,31,69,5,0,0,0,0,0,0,0,0,0,1
2091,1939,0,125998.95,91,46,2507.44,28,6,55,3,8,9,91,5,1,1,0,1,0,0,0,0,0,1
2097,1985,1,35528.85,23,11,42.64,23,10,34,9,24,76,24,3,0,0,1,0,0,0,0,0,0,0
2098,1945,0,92586.9,42,42,1798.16,47,9,32,7,5,53,47,4,1,1,0,0,0,0,0,0,0,0
2106,1947,0,102338.25,76,32,1534.0,52,5,37,0,5,12,88,4,0,0,0,0,0,1,0,1,0,0
2117,1970,1,69004.95,81,14,228.8,61,6,25,1,8,48,52,3,0,0,0,1,0,0,0,0,1,0
2125,1969,1,63259.35,42,7,19.76,92,0,7,0,0,60,40,4,0,0,0,0,1,0,0,1,0,0
2126,1952,1,91955.85,92,29,1190.8,56,6,30,2,6,28,72,5,0,1,0,1,0,0,1,0,0,0
2131,1967,1,78159.9,48,21,449.28,82,1,14,1,2,70,30,3,0,0,0,1,0,0,0,1,0,0
2135,1945,0,104625.15,69,41,2061.28,66,1,25,6,2,13,87,5,1,0,0,1,0,0,0,0,0,1
2152,1985,1,51763.95,50,9,34.32,31,20,34,1,14,64,36,3,0,0,1,0,0,0,0,0,0,0
2161,1954,1,102858.0,16,14,460.72,66,1,25,2,7,24,76,2,0,0,0,0,0,1,0,0,1,0
2163,1981,1,46448.85,9,6,33.28,38,20,9,25,8,35,65,4,0,0,0,0,0,0,0,1,0,0
2165,1953,0,116559.45,56,41,1860.56,30,15,33,16,6,43,57,5,0,0,1,0,0,0,0,0,0,0
2168,1954,0,97895.7,4,29,1058.72,58,10,23,0,9,40,60,5,0,0,0,0,0,0,1,0,0,0
2172,1943,0,123598.65,33,48,2569.84,71,1,21,4,3,11,89,4,0,0,0,1,0,0,0,0,1,0
2175,1938,0,74062.83887289166,92,34,1725.36,37,8,44,5,6,12,88,5,0,0,0,1,0,0,0,1,0,0
2178,1994,1,12837.3,62,7,31.2,19,5,8,24,44,41,59,3,0,0,0,0,0,0,0,0,0,0
2182,1977,1,55812.75,49,12,94.64,67,1,22,3,7,64,36,3,0,0,0,1,0,0,0,1,0,0
2185,1986,0,60409.65,65,8,42.64,36,6,38,13,7,63,37,4,0,0,0,0,0,1,0,0,1,0
2186,1944,1,108927.0,40,27,929.76,77,2,13,4,4,46,54,5,0,0,0,1,0,0,0,0,0,1
2188,1941,0,101892.0,14,36,1732.64,47,2,48,2,1,12,88,4,1,0,0,0,1,0,0,0,0,1
2190,1978,1,45860.85,43,11,44.72,27,6,50,11,7,62,38,4,0,1,1,0,0,0,0,0,0,0
2191,1978,1,56963.55,479,7,14.56,74,2,23,1,0,68,32,4,0,0,0,0,0,1,0,0,1,0
2198,1982,1,57706.95,9,7,41.6,37,8,48,2,5,50,50,2,0,1,0,0,0,0,0,1,0,0
2204,1988,1,40204.5,37,11,42.64,33,5,45,6,12,67,33,5,0,1,0,1,0,0,0,1,0,0
2205,1947,0,97034.7,38,14,515.84,49,6,32,3,10,11,89,3,0,0,0,0,1,0,0,0,1,0
2211,1985,1,59363.85,18,10,41.6,55,3,28,1,13,72,28,5,0,0,0,0,0,1,0,0,0,0
2217,1950,0,89058.9,28,18,626.08,37,14,39,6,4,17,83,3,0,0,0,1,0,0,0,0,0,0
2219,1940,0,119467.95,48,41,2064.4,14,6,57,21,2,10,90,5,0,0,1,0,0,0,0,0,0,0
2221,1977,1,59023.65,26,11,126.88,40,8,37,2,13,36,64,4,0,0,0,0,0,0,0,1,0,0
2225,1972,1,48309.45,340,5,20.8,87,0,12,0,1,29,71,3,0,0,0,0,1,0,1,0,0,0
2235,1995,0,21485.1,35,13,92.56,7,9,34,30,20,70,30,5,0,0,1,0,0,0,0,0,0,0
2242,1942,0,99331.05,66,25,1131.52,22,1,51,18,8,13,87,2,0,0,0,1,0,0,0,1,0,0
2244,1959,1,103249.65,51,17,500.24,51,6,23,2,18,37,63,5,0,0,0,1,0,0,0,0,0,1
2246,1966,1,66613.05,99,20,447.2,83,1,11,1,3,54,46,5,0,0,0,1,0,0,0,0,1,0
2247,1966,1,79404.15,92,31,1060.8,90,1,9,0,0,54,46,5,1,0,0,1,0,0,1,0,0,0
2248,1944,0,112893.9,83,35,1794.0,15,5,44,14,22,10,90,5,0,0,0,0,0,0,0,0,1,0
2256,1964,1,83345.85,28,16,315.12,90,0,9,0,0,56,44,4,0,0,0,1,0,0,0,1,0,0
2258,1986,0,22267.35,212,8,20.8,32,2,40,8,19,54,46,4,0,1,0,1,0,0,0,0,1,0
2262,1941,0,96390.0,96,17,614.64,53,8,32,4,3,10,90,3,0,0,0,0,1,0,0,1,0,0
2267,1968,0,85350.3,20,27,930.8,96,0,4,0,0,47,53,5,0,0,0,0,1,0,1,0,0,0
2272,1962,1,45423.0,6,18,312.0,77,2,19,0,2,47,53,3,0,0,0,1,0,0,0,1,0,0
2275,1959,1,88819.5,30,18,458.64,69,5,24,1,1,38,62,3,1,1,0,1,0,0,0,1,0,0
2278,1996,1,21151.2,483,8,19.76,23,11,43,6,17,42,58,3,0,0,1,0,0,0,0,0,0,0
2279,1938,0,130632.6,74,38,1933.36,32,4,51,6,8,13,87,5,0,1,0,1,0,0,0,1,0,0
2284,1964,1,66952.2,0,11,66.56,84,3,8,3,2,63,37,3,0,1,1,0,0,0,0,0,0,0
2288,1962,1,93190.65,80,31,1050.4,74,1,16,5,4,60,40,4,0,0,0,1,0,0,0,1,0,0
2302,1944,0,117549.6,84,30,1457.04,19,11,39,16,15,16,84,4,0,0,0,0,0,0,0,0,1,0
2306,1974,1,58814.7,46,14,157.04,87,0,11,1,1,58,42,3,0,1,0,1,0,0,0,1,0,0
2307,1993,0,42112.35,61,12,66.56,7,21,32,15,26,72,28,4,0,1,0,0,0,0,0,0,1,0
2310,1980,1,51276.75,178,6,17.68,58,6,32,3,1,46,54,3,0,0,0,0,0,0,0,0,0,0
2312,1976,0,40561.5,59,17,268.32,80,0,18,1,1,52,48,5,0,0,0,0,1,0,0,0,0,0
2318,1979,1,49564.2,43,9,49.92,28,24,31,3,14,57,43,4,0,0,0,0,0,0,0,0,0,0
2326,1952,1,98588.7,98,24,744.64,67,4,19,8,2,53,47,4,0,1,0,0,0,1,0,0,1,0
2330,1953,1,99190.35,44,25,1131.52,54,5,35,5,1,15,85,5,0,0,0,1,0,0,1,0,0,0
2331,1957,0,94116.75,77,27,1054.56,39,9,36,5,11,29,71,4,0,0,0,1,0,0,0,1,0,0
2333,1966,1,68295.15,60,19,461.76,67,8,12,3,10,44,56,3,0,0,0,1,0,0,0,0,1,0
2340,1985,1,57179.85,53,10,124.8,37,5,48,4,6,56,44,2,0,0,0,1,0,0,0,1,0,0
2341,1947,0,113346.45,62,47,2439.84,28,3,55,8,7,15,85,4,1,0,0,1,0,0,1,0,0,0
2346,1972,1,78220.8,75,18,269.36,67,0,21,8,4,73,27,3,0,1,1,0,0,0,0,1,0,0
2347,1943,0,101215.8,17,28,1336.4,44,7,34,9,6,13,87,5,0,0,0,1,0,0,0,0,1,0
2351,1946,0,98187.6,34,34,1597.44,56,8,28,7,2,14,86,4,0,0,0,0,1,0,0,0,0,1
2367,1993,1,39748.8,86,16,225.68,15,13,52,14,6,51,49,5,0,1,0,1,0,0,0,0,0,0
2369,1956,1,94173.45,0,10,229.84,61,5,27,5,1,33,67,3,0,1,0,1,0,0,0,1,0,0
2371,1976,1,62303.85,83,9,44.72,74,3,20,1,2,59,41,2,0,0,0,1,0,0,0,1,0,0
2373,1976,1,59290.35,64,15,191.36,32,6,52,4,6,58,42,5,0,1,0,1,0,0,0,1,0,0
2378,1937,0,114870.0,5,39,1933.36,78,1,19,1,1,19,81,5,1,0,0,0,1,0,1,0,0,0
2379,1946,0,110010.6,35,36,1732.64,49,4,33,10,4,15,85,5,0,1,0,1,0,0,0,1,0,0
2381,1943,0,109034.1,29,20,793.52,9,17,52,19,3,16,84,5,0,1,0,1,0,0,0,1,0,0
2384,1955,0,77134.05,12,34,1592.24,61,2,30,5,1,20,80,5,0,0,0,1,0,0,0,0,1,0
2392,1949,0,109578.0,68,27,1262.56,39,8,37,8,9,10,90,5,0,0,0,1,0,0,1,0,0,0
2393,1978,1,55957.65,540,8,19.76,47,12,33,6,2,52,48,5,0,1,0,0,0,0,0,1,0,0
2394,1984,1,47026.35,30,12,62.4,38,4,53,0,5,74,26,5,0,0,0,0,1,0,0,0,0,0
2399,1941,0,119346.15,70,47,2506.4,45,8,29,13,4,11,89,5,0,0,0,1,0,0,0,0,1,0
2403,1995,0,23474.85,22,9,31.2,19,17,21,33,9,55,45,4,0,0,1,0,0,0,0,0,0,0
2405,1972,1,73044.3,4,6,43.68,68,15,13,2,2,51,49,3,0,1,0,0,0,0,0,0,0,0
2407,1986,1,37233.0,4,8,34.32,45,1,27,13,14,52,48,2,0,0,1,0,0,0,0,0,1,0
2416,1970,1,74265.45,12,16,270.4,46,14,25,3,11,62,38,2,0,0,0,0,0,0,1,0,0,0
2419,1938,0,119660.1,46,37,1867.84,40,4,48,5,3,15,85,5,1,1,1,0,0,0,0,1,0,0
2421,1941,0,120591.45,41,42,2124.72,18,4,65,5,8,22,78,5,0,0,0,0,1,0,0,1,0,0
2424,1991,1,43464.75,30,9,30.16,10,29,34,21,6,64,36,3,0,0,1,0,0,0,0,0,0,0
2426,1956,1,85489.95,20,27,985.92,58,11,28,3,0,34,66,5,0,1,0,0,0,1,0,1,0,0
2432,1993,1,19188.75,52,11,38.48,15,39,23,22,1,62,38,5,0,0,0,1,0,0,0,0,0,0
2434,1974,0,79144.8,49,33,1259.44,59,2,35,3,1,51,49,5,0,0,0,0,1,0,1,0,0,0
2437,1994,0,31509.45,67,23,511.68,14,0,46,8,32,68,32,4,0,0,0,0,0,0,0,0,1,0
2440,1955,0,107523.15,80,33,1470.56,72,4,17,2,6,35,65,5,1,1,0,1,0,0,0,1,0,0
2442,1964,1,75113.85,48,17,310.96,91,0,7,1,1,65,35,3,0,0,0,1,0,0,1,0,0,0
2445,1984,1,64927.8,89,8,94.64,41,1,51,4,4,48,52,3,0,0,0,0,1,0,0,0,0,0
2446,1938,1,98001.75,5,31,1116.96,72,3,20,4,1,34,66,5,0,0,0,1,0,0,0,1,0,0
2461,1942,0,104353.2,21,32,1466.4,27,7,52,6,8,26,74,5,0,0,0,1,0,0,0,1,0,0
2462,1977,1,67505.55,31,17,273.52,78,2,18,0,1,60,40,2,0,1,0,0,1,0,0,0,1,0
2467,1962,1,85425.9,1,24,735.28,86,1,12,1,0,38,62,5,0,0,0,0,0,0,0,0,0,0
2472,1951,1,90812.4,59,27,995.28,67,6,20,6,0,33,67,5,0,0,0,1,0,0,0,0,1,0
2473,1956,1,82035.45,20,25,739.44,69,0,26,1,4,39,61,4,0,0,0,1,0,0,1,0,0,0
2474,1956,1,89080.95,58,19,628.16,78,5,14,1,2,32,68,4,0,1,0,0,1,0,0,1,0,0
2475,1956,1,93012.15,51,25,872.56,68,9,17,4,2,29,71,3,0,0,0,0,0,0,0,1,0,0
2477,1951,1,120734.25,11,38,1736.8,63,10,22,5,0,32,68,5,0,0,0,1,0,0,0,1,0,0
2479,1993,0,24308.55,94,13,74.88,31,5,44,15,6,65,35,3,0,0,0,1,0,0,0,0,0,0
2484,1951,1,85139.25,16,25,871.52,49,4,39,4,4,26,74,3,0,0,0,1,0,0,0,0,1,0
2486,1945,0,98771.4,32,41,2060.24,34,19,31,13,3,11,89,5,1,0,0,0,0,0,0,1,0,0
2493,1991,0,29885.1,298,6,9.36,24,7,41,14,14,59,41,5,0,0,0,1,0,0,0,0,0,0
2503,1969,1,88351.2,77,21,614.64,49,15,15,4,16,38,62,3,0,1,0,0,0,0,0,0,1,0
2506,1995,0,28556.85,73,13,71.76,12,36,18,20,14,67,33,3,0,0,1,0,0,0,0,0,0,0
2508,1939,0,126958.65,78,45,2378.48,29,0,55,15,1,10,90,5,1,0,1,0,0,0,0,0,1,0
2510,1967,1,81516.75,63,31,1051.44,72,6,16,1,5,62,38,5,0,1,0,1,0,0,0,0,1,0
2511,1966,1,66095.4,50,18,314.08,89,1,8,0,2,62,38,3,0,0,0,0,0,0,0,0,0,0
2515,1962,1,81382.35,75,24,680.16,71,1,22,4,3,50,50,2,0,1,0,0,1,0,0,1,0,0
2518,1979,0,57396.15,12,18,455.52,75,6,13,2,3,41,59,4,0,0,0,0,0,1,1,0,0,0
2523,1948,0,74062.83887289166,34,41,1924.0,39,6,50,4,1,20,80,5,0,0,0,1,0,0,0,0,0,0
2524,1988,1,46555.95,75,11,126.88,17,9,15,20,39,45,55,3,0,0,0,0,0,0,0,0,1,0
2528,1970,1,44069.55,317,8,17.68,82,0,14,2,2,60,40,4,0,0,0,1,0,0,0,1,0,0
2529,1966,1,68796.0,27,10,124.8,86,2,11,1,0,44,56,3,0,0,0,0,0,1,0,1,0,0
2532,1967,1,84604.8,61,18,404.56,94,1,4,1,1,58,42,5,0,0,0,1,0,0,1,0,0,0
2541,1991,1,35770.35,51,11,66.56,26,8,52,8,5,57,43,2,0,0,0,1,0,0,0,0,0,0
2543,1976,1,43388.1,83,9,43.68,41,2,35,12,9,48,52,4,0,0,0,1,0,0,0,1,0,0
2545,1964,1,76004.25,0,27,796.64,60,5,25,7,3,66,34,4,0,1,0,0,0,0,0,1,0,0
2546,1993,1,31428.6,87,8,90.48,42,8,21,8,21,25,75,3,0,0,1,0,0,0,0,0,1,0
2547,1941,0,111663.3,100,41,2061.28,66,2,26,4,2,16,84,5,1,0,0,0,0,1,0,1,0,0
2552,1954,1,93770.25,7,15,365.04,28,6,55,6,5,36,64,5,0,1,0,1,0,0,1,0,0,0
2555,1946,0,111660.15,80,46,2445.04,46,5,34,8,7,8,92,4,1,0,0,0,0,0,0,0,1,0
2560,1960,1,76391.7,35,10,190.32,17,4,50,5,24,39,61,5,0,0,0,0,0,0,1,0,0,0
2561,1953,0,87168.9,66,27,1119.04,47,8,28,13,4,23,77,5,0,0,0,1,0,0,0,0,1,0
2562,1965,1,83229.3,80,17,305.76,65,4,25,6,1,69,31,2,0,0,0,0,0,0,0,0,1,0
2567,1958,1,83540.1,66,20,505.44,67,6,19,3,5,44,56,3,0,0,0,0,0,1,0,1,0,0
2571,1989,1,46910.85,96,13,70.72,40,4,48,1,7,60,40,4,0,1,0,0,1,0,0,0,0,0
2577,1975,1,51642.15,80,9,47.84,81,1,15,2,1,44,56,3,0,0,0,0,0,1,0,1,0,0
2579,1956,1,84963.9,23,19,625.04,40,15,36,8,1,27,73,5,0,0,0,0,0,0,0,0,0,1
2581,1961,1,95543.7,72,31,1189.76,87,2,9,0,1,44,56,4,0,0,0,1,0,0,0,1,0,0
2586,1951,1,117446.7,24,20,809.12,28,5,45,11,11,21,79,4,0,0,0,1,0,0,0,1,0,0
2588,1963,1,83847.75,26,7,93.6,82,1,15,1,2,39,61,5,0,0,0,0,0,1,0,0,0,0
2597,1992,1,23143.05,43,11,34.32,9,40,19,16,16,67,33,3,0,1,0,1,0,0,0,1,0,0
2603,1961,1,91493.85,90,28,998.4,85,1,10,2,2,43,57,5,0,0,0,1,0,0,1,0,0,0
2606,1962,1,74415.6,50,10,158.08,85,0,14,0,1,45,55,4,0,0,0,1,0,0,0,1,0,0
2609,1984,1,46435.2,6,7,43.68,17,29,20,18,16,45,55,5,0,0,1,0,0,0,0,0,0,0
2612,1957,1,86662.8,84,18,621.92,55,3,34,4,4,19,81,4,0,0,0,1,0,0,0,0,1,0
2621,1946,0,109904.55,21,30,1400.88,43,3,43,8,3,21,79,5,0,1,0,0,1,0,0,0,0,1
2627,1981,1,51921.45,50,18,411.84,49,14,34,3,0,37,63,3,0,0,0,0,1,0,0,0,0,0
2628,1984,1,50980.65,66,10,42.64,53,4,38,4,1,64,36,4,0,0,0,1,0,0,0,0,0,0
2629,1972,1,62583.15,23,17,274.56,65,3,28,2,2,60,40,4,0,0,0,1,0,0,0,1,0,0
2631,1980,1,41989.5,36,9,35.36,76,0,20,1,2,50,50,2,0,1,0,1,0,0,1,0,0,0
2638,1972,1,52140.9,90,9,34.32,56,7,33,3,1,65,35,5,0,0,0,0,0,0,1,0,0,0
2640,1949,0,102235.35,15,39,1931.28,31,6,41,15,7,10,90,5,0,0,0,1,0,0,0,1,0,0
2641,1975,1,55140.75,3,13,274.56,28,13,27,15,17,23,77,4,0,0,0,0,0,0,0,1,0,0
2647,1939,0,134407.35,3,33,1664.0,25,7,63,4,1,13,87,5,1,0,0,1,0,0,0,1,0,0
2649,1942,0,101342.85,96,35,1590.16,50,3,43,3,1,16,84,5,0,0,0,0,1,0,0,0,0,0
2658,1979,1,49343.7,53,10,56.16,68,1,23,3,4,55,45,4,0,1,0,1,0,0,0,1,0,0
2659,1966,1,55582.8,9,14,194.48,89,0,9,0,1,51,49,3,0,0,0,1,0,0,0,0,0,0
2661,1982,1,65101.05,89,11,94.64,52,3,33,2,11,61,39,5,0,0,0,0,1,0,0,0,0,0
2662,1951,1,126047.25,46,40,1926.08,75,1,17,6,1,29,71,5,1,0,0,0,1,0,0,1,0,0
2668,1949,0,105575.4,90,32,1534.0,42,12,35,6,4,11,89,4,1,0,0,1,0,0,0,0,0,1
2670,1990,1,49375.2,22,9,48.88,38,0,43,13,6,61,39,5,0,0,0,1,0,0,0,0,0,0
2671,1982,1,40795.65,44,10,41.6,30,5,50,14,2,64,36,2,0,0,0,0,0,0,0,0,1,0
2677,1943,1,118714.05,29,32,1461.2,85,4,8,3,0,32,68,5,0,1,0,1,0,0,0,0,1,0
2681,1979,1,52267.95,46,9,29.12,34,8,39,3,16,67,33,4,0,0,0,1,0,0,0,0,1,0
2692,1965,1,51609.6,53,17,272.48,78,2,15,5,0,50,50,3,0,0,0,1,0,0,1,0,0,0
2696,1952,1,104273.4,39,22,804.96,54,0,38,5,3,39,61,2,0,0,0,1,0,0,0,1,0,0
2700,1962,1,91615.65,95,29,992.16,77,0,22,0,0,56,44,5,0,0,0,0,1,0,0,0,1,0
2702,1970,1,71264.55,13,21,511.68,90,1,8,1,0,45,55,4,0,0,0,1,0,0,0,1,0,0
2705,1961,1,62560.05,31,9,93.6,78,3,17,0,2,44,56,4,0,0,0,1,0,0,0,1,0,0
2717,1974,1,69037.5,78,17,353.6,67,3,25,5,0,60,40,5,0,1,0,0,1,0,0,1,0,0
2718,1953,1,98653.8,38,16,402.48,52,9,21,6,12,43,57,4,0,0,0,1,0,0,0,1,0,0
2720,1980,1,59527.65,84,6,42.64,41,3,45,7,4,36,64,5,0,0,0,0,1,0,0,0,1,0
2721,1961,1,101959.2,17,37,1528.8,82,0,16,1,1,53,47,5,0,0,0,1,0,0,0,1,0,0
2724,1974,1,52447.5,93,10,68.64,64,1,30,3,2,53,47,2,0,1,0,1,0,0,0,0,0,0
2725,1987,1,29703.45,71,15,158.08,55,6,38,0,1,66,34,4,0,0,0,0,0,1,0,0,0,0
2727,1951,1,89878.95,71,29,1251.12,39,3,46,12,0,18,82,5,0,0,0,1,0,0,0,1,0,0
2729,1993,1,34400.1,1,11,69.68,14,14,35,20,16,48,52,4,0,0,0,1,0,0,0,0,0,0
2730,1995,1,26572.35,7,8,47.84,39,8,16,32,4,39,61,4,0,1,1,0,0,0,0,0,0,0
2731,1974,1,58212.0,15,9,93.6,63,6,27,4,0,39,61,5,0,1,0,1,0,0,0,0,0,0
2734,1989,1,38981.25,207,9,19.76,27,0,49,12,12,64,36,4,0,0,0,1,0,0,0,0,1,0
2738,1979,1,69147.75,265,6,20.8,49,2,41,3,5,45,55,3,0,1,0,1,0,0,0,0,0,0
2746,1962,1,81734.1,60,18,509.6,67,0,23,1,9,41,59,2,0,0,0,1,0,0,1,0,0,0
2754,1953,1,87879.75,74,22,864.24,70,6,19,4,1,24,76,4,0,0,0,1,0,0,0,1,0,0
2761,1964,1,83239.8,87,33,1134.64,80,4,15,1,0,68,32,5,0,0,0,0,1,0,1,0,0,0
2767,1970,1,56964.6,69,19,356.72,79,1,8,9,2,60,40,5,0,0,0,1,0,0,0,0,1,0
2778,1979,1,62713.35,18,7,40.56,66,2,21,5,6,58,42,3,0,0,0,0,0,1,0,0,0,0
2792,1978,1,50068.2,77,7,28.08,31,11,43,7,7,58,42,3,0,1,0,1,0,0,1,0,0,0
2793,1982,1,49550.55,13,11,78.0,25,14,37,17,7,64,36,4,0,0,0,1,0,0,0,0,0,0
2794,1943,0,104615.7,75,33,1600.56,20,19,40,9,12,12,88,5,0,0,1,0,0,0,0,0,0,0
2795,1974,1,58835.7,124,5,20.8,52,0,26,9,13,42,58,4,0,0,0,1,0,0,0,0,1,0
2796,1953,1,99160.95,18,25,993.2,48,8,27,4,14,26,74,3,0,0,0,1,0,0,0,0,1,0
2802,1951,1,115733.1,47,35,1469.52,91,1,6,1,1,35,65,5,0,0,0,0,1,0,0,0,1,0
2803,1987,1,52298.4,29,9,52.0,43,0,38,9,10,58,42,5,0,0,0,1,0,0,0,1,0,0
2807,1950,0,106757.7,8,26,1200.16,37,14,34,1,14,16,84,5,0,0,0,1,0,0,0,1,0,0
2809,1945,0,99157.8,1,40,1935.44,26,9,49,9,8,24,76,4,0,0,0,1,0,0,1,0,0,0
2814,1983,1,56349.3,9,8,41.6,40,5,42,6,6,60,40,5,0,1,0,0,0,1,0,0,1,0
2817,1978,1,49691.25,35,8,66.56,64,1,30,3,2,43,57,4,0,0,0,1,0,0,0,1,0,0
2819,1961,1,92131.2,1,15,269.36,60,3,31,4,3,56,44,3,0,1,0,0,0,1,0,0,0,0
2821,1972,1,63109.2,89,10,68.64,55,3,36,4,2,69,31,2,0,0,0,1,0,0,0,1,0,0
2824,1992,0,33198.9,57,10,52.0,18,15,45,12,10,57,43,3,0,0,0,1,0,0,0,0,0,0
2826,1943,0,131651.1,46,35,1797.12,57,1,39,1,3,12,88,5,1,0,0,0,1,0,0,1,0,0
2827,1941,0,104682.9,70,26,1190.8,43,1,45,5,6,11,89,4,0,0,0,0,0,0,0,0,0,1
2829,1973,1,64835.4,46,9,38.48,86,1,11,1,1,59,41,4,0,0,0,1,0,0,0,0,1,0
2830,1968,1,71443.05,23,12,122.72,93,0,6,0,1,57,43,2,0,0,0,0,0,1,0,0,0,0
2831,1962,1,75458.25,33,17,308.88,74,1,21,3,1,58,42,3,0,0,1,0,0,0,1,0,0,0
2832,1940,0,74062.83887289166,90,46,2440.88,45,1,38,5,11,10,90,4,0,0,0,1,0,0,0,1,0,0
2835,1971,1,61296.9,67,21,570.96,36,6,46,6,7,43,57,4,0,1,0,1,0,0,1,0,0,0
2841,1949,0,115808.7,41,33,1589.12,36,6,29,13,16,16,84,5,1,0,0,1,0,0,0,0,0,1
2843,1996,1,32797.8,41,9,32.24,16,24,32,17,11,62,38,2,0,1,1,0,0,0,0,0,0,0
2851,1952,1,86794.05,27,31,1256.32,87,1,12,0,0,24,76,5,1,0,0,0,1,0,0,1,0,0
2857,1965,1,60459.0,88,24,628.16,89,1,7,2,1,55,45,3,0,0,0,1,0,0,0,1,0,0
2863,1947,0,117948.6,40,28,1319.76,23,34,26,6,11,19,81,5,0,0,0,0,0,0,0,1,0,0
2864,1977,1,58725.45,90,16,231.92,73,2,21,2,2,60,40,3,0,0,0,0,0,1,0,1,0,0
2875,1994,0,26193.3,67,11,47.84,8,19,23,18,32,70,30,4,0,0,0,0,0,0,0,0,0,0
2880,1986,1,54281.85,464,8,15.6,31,2,50,4,13,73,27,3,0,0,0,1,0,0,0,1,0,0
2881,1975,1,74062.83887289166,44,7,35.36,71,0,25,2,2,56,44,3,0,1,0,0,1,0,0,0,1,0
2885,1987,1,40379.85,45,11,43.68,23,11,36,14,17,72,28,2,0,0,1,0,0,0,0,1,0,0
2889,1956,1,88022.55,49,14,410.8,71,12,10,4,3,29,71,3,0,0,0,1,0,0,0,0,0,0
